Date,EREGL.IS,SISE.IS,TOASO.IS,FROTO.IS,THYAO.IS,GARAN.IS,AKBNK.IS,EKGYO.IS,BIMAS.IS,MGROS.IS
2022-07-13,0.6490693789836848,0.6250390536147041,0.6479906029570132,0.6067008591236651,0.6832798658698277,0.5501841785574048,0.5269370988250063,0.5524658024931206,0.5002331049747504,0.5194959343795618
2022-07-14,0.6412435041377351,0.6162941444285804,0.6454025125493045,0.6000209893153304,0.6883951688688178,0.5367656742789351,0.5483206029212754,0.5829065371859483,0.5085014574926492,0.519127541654013
2022-07-18,0.6298741389482937,0.6199421827260806,0.6413835212994595,0.596471155081436,0.7035711877312583,0.5364559225517518,0.5681271774916413,0.5520720209134512,0.5031019949142793,0.5207126839840094
2022-07-19,0.632462025968272,0.6219906527835249,0.6443880070371238,0.6034245826488212,0.6913537272229343,0.5516383586526672,0.559256830102011,0.5650792769814371,0.5009386561944517,0.5104080863101159
2022-07-20,0.6369587498240546,0.6141727276177819,0.6437404148229949,0.6008690341985597,0.6964285196201554,0.5510425167593493,0.5521124714816985,0.5613121063219196,0.5141341989552507,0.5248589989633522
2022-07-21,0.6330007300724437,0.6229972567648039,0.6501271071538838,0.5840513991070017,0.7020165441930118,0.556217847109234,0.5559446932247588,0.5135497023003158,0.5082409978167678,0.5365835770074902
2022-07-22,0.636767265002475,0.6159277420135448,0.6588712468267497,0.594255340033154,0.6750913769810554,0.547158906541028,0.5648575670304539,0.5500981397114859,0.5057218568549517,0.5721971105006701
2022-07-25,0.6384499527551167,0.6044643501968456,0.6671283156143101,0.592190222697459,0.677603962782961,0.5481029939705125,0.55768953548437,0.5636538763905551,0.5037725461441772,0.5578602970662042
2022-07-26,0.669466640771743,0.6108442090338001,0.6596518302963147,0.5674393577563497,0.6571217285217774,0.5400370317490607,0.564079944152689,0.5754290089747477,0.5162130255443106,0.5609927691533999
2022-07-27,0.6754706148277171,0.6014671079791877,0.6419135945776581,0.5830227322319128,0.6614310501427448,0.5339115103912987,0.5647978474214749,0.575295418623513,0.5184300606355959,0.5746696412864226
2022-07-28,0.6807111459645778,0.6241241637251771,0.6256929512362893,0.5648347969548188,0.660165679584364,0.5204141324466148,0.5780123204286726,0.5330100344330283,0.5134609450076956,0.5980762593874784
2022-07-29,0.6920967093486755,0.6332988762632931,0.6131821448449712,0.5396020181778837,0.6477115855954976,0.5110935126401001,0.5825535104883536,0.5286560745570535,0.5187021270683286,0.6101592320158112
2022-08-01,0.6713703915836892,0.650527328861464,0.6059268574228499,0.5548666199010942,0.6419858910441535,0.5489626895226504,0.5860792073987103,0.5373795818662563,0.5235879131268918,0.6137250509302284
2022-08-02,0.6834405598501118,0.6429887647148224,0.5669829699941215,0.5521278739451708,0.6531214565510742,0.5739124646910073,0.5921325708472022,0.5495985432133362,0.5267847660330063,0.5961029088153745
2022-08-03,0.6918608310492611,0.6396548322679966,0.5541783219319095,0.5624035337132637,0.655901418480105,0.5617824626338589,0.5873150120894685,0.5574015262438907,0.5107119920851712,0.5938703923405982
2022-08-04,0.694591424587503,0.6494813678086857,0.5567717476922808,0.5570583093446688,0.64772877114287,0.566710452857294,0.5799945287077856,0.5523206091607314,0.5113487644630321,0.594246950614213
2022-08-05,0.7098954622208148,0.6021467355389385,0.5531141349379408,0.5651166665248459,0.6611771375664195,0.5542709075176194,0.5657935997779441,0.6014418788607799,0.5060948288875563,0.5773301901254707
2022-08-08,0.7010602014180377,0.5963439614884308,0.5935603405765945,0.5480804798759907,0.6510945801168047,0.5537324337239575,0.5654090947778064,0.5785031608788972,0.5182205788957318,0.6176802689925224
2022-08-09,0.7101225145574755,0.5556908891366413,0.5889597065518941,0.5520240402421259,0.6563115930709771,0.5484055650842635,0.5522371025644117,0.5882359071508035,0.5284826041694606,0.6230279354722886
2022-08-10,0.7137579489765168,0.5393088573381145,0.5927592619345684,0.5555580367705601,0.6302126477831455,0.5407634615069278,0.5442813288608299,0.5896410827768281,0.5396412003193184,0.6483162498319966
2022-08-11,0.7126656694108773,0.5200923002961575,0.6059582271909244,0.5631187576962032,0.6185592667950541,0.5044231149052826,0.5374510167227555,0.5369034833159505,0.5705299490988937,0.6686855566094221
2022-08-12,0.710235004733574,0.5005771478849267,0.5903147673241123,0.5440865468602541,0.6222059606350823,0.5146149415648668,0.529465641250465,0.5248015235770213,0.5475599381903024,0.6947266272157931
2022-08-15,0.696974623819458,0.5158454080635452,0.5999710047856812,0.5506758951447804,0.6248747645631513,0.5088503331818149,0.5145104777512856,0.5260725303341578,0.5310016688541074,0.7048787789951486
2022-08-16,0.7042025110256013,0.5274343936081968,0.6006363361503959,0.5440043505274238,0.6377160549669524,0.5087033865925322,0.5064256533830361,0.5089413826947768,0.5375438219666776,0.6897985984737144
2022-08-17,0.7067234201618636,0.5326319125231173,0.6124545930145454,0.5652390805646209,0.6094291534967434,0.5394030901103644,0.5271153960458074,0.5340997099007091,0.5211621897156503,0.6858394669948722
2022-08-18,0.7034516715210687,0.5217345898459903,0.5966411630248675,0.5573421566476301,0.64667845399261,0.5384972839035709,0.526650321030573,0.5158738080271413,0.527192628310439,0.6786623423961003
2022-08-19,0.6939611671947423,0.5053551767107752,0.5981611857212912,0.5621050143762275,0.6404857983946711,0.501921339552827,0.5103969964342402,0.5335752447061282,0.5034405900583828,0.6974377478420329
2022-08-22,0.6844651085722511,0.515510629334676,0.5844457676829949,0.5673574077632872,0.5937049072872029,0.521346785263197,0.5130511418102724,0.5472702683387377,0.5142679807916588,0.7309336840090794
2022-08-23,0.6891729537210116,0.5225991156790658,0.6007051863262488,0.5857759788647577,0.5694711276605612,0.5594534854051477,0.5002831640439624,0.5559584484810427,0.5009728017351907,0.7140598107355606
2022-08-24,0.6867441244579583,0.5513028175822478,0.5935710919803227,0.5839499466382448,0.5895711856599943,0.5716362527214597,0.5080570578530598,0.5344330231277988,0.5206948119499114,0.7072897650526692
2022-08-25,0.6804017414686379,0.5743173300333083,0.5943917558628348,0.5816999658024381,0.5810899744383572,0.615577656192515,0.5175329609333528,0.521237333870044,0.5036622803247905,0.6917105874081592
2022-08-26,0.688206470020737,0.5788350123376261,0.59109286862026,0.5780248420704606,0.5637947246223551,0.6165188087408093,0.5235899428676665,0.5444628266149224,0.5009562034164438,0.6868366867868865
2022-08-29,0.700786005642153,0.5652959878164584,0.5793947190798145,0.5855459536887792,0.5592525414331138,0.6124200731228969,0.5247973918783243,0.5581597344470576,0.5045587514554147,0.6809516768012275
2022-08-31,0.6987101233080429,0.5557771538981054,0.5774023430519505,0.5931913020137952,0.5505365011498565,0.598399943906272,0.5304835477442186,0.5561296157428783,0.5041313573233563,0.6936626710520252
2022-09-01,0.6946989689880986,0.5693785215303132,0.5558298708096773,0.6005330199640122,0.5413241939486859,0.5942836630862972,0.5384622645247988,0.5292640920980548,0.5119461334019474,0.7051600342323169
2022-09-02,0.6990614740191052,0.5609783160252215,0.5583216187149718,0.5976561729937117,0.5391540950465054,0.6009143064544222,0.5701687774468582,0.5330383613711495,0.5189316592533628,0.6916737006874377
2022-09-05,0.681507974099027,0.5619936897963506,0.5733135773991406,0.6163760788529017,0.5428482965257386,0.6019170669044769,0.5760068942198852,0.5585788596379694,0.5282927226457806,0.6821329255051302
2022-09-06,0.6665808861586849,0.5671095087357654,0.5851984684325693,0.6142602065092951,0.5330865846136221,0.5927034827728157,0.611857392414196,0.561453767390882,0.541563250750175,0.6756110933949738
2022-09-07,0.6745515948371427,0.5663719256307778,0.5856762951514122,0.6109983315769135,0.5541716420787978,0.531511825238411,0.6089209713248552,0.6009360545065956,0.5302306086091971,0.6722882626567838
2022-09-08,0.6759483443490272,0.6000789065128666,0.5586153784335579,0.5970190606537525,0.5257338632954014,0.5304393233075227,0.5917512818529412,0.5962789083283587,0.5073698626082913,0.6948281757732713
2022-09-09,0.6741529699243681,0.6015678955864745,0.5476109331869382,0.60577445392865,0.5078217742720853,0.5505937403447595,0.6117622301234101,0.6063845260006943,0.5210588297843214,0.6736028116698032
2022-09-12,0.6713158792013635,0.6060321543288612,0.5301146478366071,0.6126161705295595,0.5140277290980358,0.5778673243332816,0.6365091070361538,0.609898039730212,0.5285282678346205,0.6383603777294002
2022-09-13,0.6772193062145414,0.6009727093695382,0.5535503401615537,0.6083097808084178,0.5008748654389058,0.6177794662104298,0.5945340664843144,0.5978104214765835,0.5182024175117809,0.64900546533341
2022-09-14,0.6803086515707085,0.6120397506824414,0.5266864420691616,0.5972934611149254,0.5211813300138212,0.5852893734969767,0.5533387655100045,0.5648861400545359,0.5107883083154084,0.7024210046773073
2022-09-15,0.6912873088924352,0.5988679284154071,0.502558716041625,0.5943850175761246,0.5537653798809126,0.5595408778800959,0.5261851763514628,0.5372496955047431,0.5119648782960472,0.7172052875211749
2022-09-16,0.6620347567396075,0.5809057620439093,0.5128799962930685,0.5957360730848537,0.5308003225124969,0.5046320664465206,0.5157889909031453,0.5911417763129679,0.5030386586354277,0.7438100724280267
2022-09-19,0.6582932336294679,0.5738158092024047,0.5035061013913357,0.5869284985194814,0.5285814410472308,0.5117808122315192,0.5335417399955016,0.5679559238905935,0.5141565474063569,0.7571722826255294
2022-09-20,0.6559335538675541,0.56070865253638,0.5105898951100404,0.5983688376822497,0.5525534400263775,0.5271126381125654,0.5403684669666993,0.5651148248447048,0.5013438855444627,0.7528901036398631
2022-09-21,0.6209957693262221,0.5694428488143973,0.5168109896300813,0.5861360241111706,0.5023671968738344,0.5482657452791797,0.5387250190418394,0.5509974759963333,0.5154080196230971,0.7779817244494635
2022-09-22,0.6228456175559122,0.5633972498106963,0.5146250078936818,0.5918424003366757,0.5036930680078728,0.5591244018680058,0.539448548910905,0.5664232341448924,0.5209252020186699,0.770991706417078
2022-09-23,0.6148997533185093,0.5527887955965095,0.5161992608162521,0.5994589305030701,0.5025493774387849,0.5650297448228659,0.5457591735406521,0.5598271578782962,0.5266944007775448,0.7726662008707286
2022-09-26,0.6276877662829761,0.5582501653319797,0.5263095946934832,0.6098045760998577,0.5033706481026787,0.5487224497831171,0.5339930828221936,0.566103744426859,0.5172365818465142,0.7654374712505891
2022-09-27,0.6359758144718577,0.568926838824621,0.517955801522017,0.6093757627558533,0.5093833301741567,0.540366613419914,0.5175305574730364,0.5580547895404373,0.5228332526252645,0.7639484130834071
2022-09-28,0.6315289354968855,0.5769228327749506,0.5464170575770407,0.6170446860146567,0.5007738784345315,0.5402955521095218,0.5228462367009469,0.5598014897136866,0.5271015319326242,0.7560920423081412
2022-09-29,0.6412342526960627,0.5754594614289389,0.5406806671950055,0.6090433771360392,0.522857224953094,0.5337744661847592,0.5085913874746967,0.5358009603513176,0.5063415541976908,0.7624225382233889
2022-09-30,0.6451506390133871,0.5876200171359761,0.5258708631749197,0.5972635597798257,0.5379412165722476,0.5160999904682223,0.5127996938403759,0.5382949714861933,0.5056136926856579,0.7624405416900842
2022-10-03,0.6393925261486939,0.6003306610325011,0.5182252665372741,0.5917058212284328,0.5390059777293638,0.5040023144810339,0.5002488198536906,0.5203530217087804,0.5080905722678172,0.7661864490367513
2022-10-04,0.6307074410916471,0.5867586670961729,0.5312492571665842,0.5887752032048329,0.5361215593503,0.5064474182929545,0.5058163661710815,0.5123370614354628,0.5121412104910515,0.775612551266319
2022-10-05,0.6392325883246216,0.579135172411049,0.5147680013983074,0.5983995907109954,0.5866671597624108,0.5076894086958297,0.502955469684503,0.5214224261486171,0.517758626025358,0.7592471814712497
2022-10-06,0.6672048561232534,0.5755450175772352,0.5298233123656407,0.5919414498710243,0.5767647632197298,0.510309496424413,0.5201997296931644,0.5227642735070611,0.5062858699227945,0.7472631581472462
2022-10-07,0.6687368000952709,0.564690483830549,0.502279782058242,0.5909701458155772,0.5737946294503965,0.5102152686444177,0.5284621944038416,0.5012937508382665,0.5185832301093593,0.7519251358609117
2022-10-10,0.6444863977810206,0.5538194742672476,0.513463814397683,0.5849860041403334,0.5795901937742928,0.5286972346081199,0.5167609110608054,0.5083917478634711,0.5299530539761631,0.7674466221989401
2022-10-11,0.6558936036070356,0.563176462724858,0.5182635210012492,0.6019619664438599,0.5747654587981114,0.5077487576558647,0.5375480356025031,0.5003238824828742,0.5338398948769182,0.7527493141145678
2022-10-12,0.6610588026330244,0.5608233267562515,0.5042210864213102,0.6008454524442114,0.5890668440638217,0.5018564901680354,0.5449675936855887,0.5182950176892113,0.5351031674349697,0.744455925461533
2022-10-13,0.6549442381175908,0.5564979060100458,0.5018108673401521,0.5825227352984603,0.601880446420203,0.5201606727595222,0.532766258842354,0.5509473022590318,0.5174400002353718,0.7496770167576176
2022-10-14,0.670513149073189,0.5444869000993241,0.5103799845226313,0.5793268305562537,0.5979641468604412,0.5206003467154702,0.5355994847150877,0.5427780619435348,0.5112653796212587,0.7457870209561324
2022-10-17,0.6740163541054418,0.5485426240441676,0.5240334774170412,0.5817242572305186,0.602377161856713,0.5101734157871225,0.5426265555219777,0.5439946914794752,0.5010108498399034,0.7384919525249797
2022-10-18,0.69088079997195,0.5475747177177427,0.5293674245644083,0.5693630160927595,0.6033879601872257,0.500908430215947,0.5569050302608288,0.551085267167123,0.5030349629787029,0.7240348418712793
2022-10-19,0.68470798689022,0.5588478248299814,0.5347457022776382,0.5831128991223249,0.5851004484364756,0.5225539959294617,0.5664290804819051,0.5515129988355042,0.5143609985457712,0.7244828885620551
2022-10-20,0.6913131363719306,0.540442495520195,0.5460090289166298,0.5832080480568119,0.6256838504458577,0.5209425221757642,0.5718147504655301,0.5658274340594523,0.5136200819605103,0.6947389378773572
2022-10-21,0.6786134919779343,0.5314037786999043,0.5446119889953179,0.591660118964351,0.6166507480231812,0.5036247907040731,0.5412202155634088,0.5448907560643496,0.5125739832601404,0.7243599785591996
2022-10-24,0.6616325312833813,0.5312038057188097,0.5204000810095495,0.5994955682719897,0.6141892692748504,0.5075126788373733,0.5379989583482857,0.5584338610317592,0.5094207238707085,0.7359110224004352
2022-10-25,0.6663069327969959,0.5062733543628882,0.5292568245648159,0.6012389748819079,0.631770037663444,0.50004749065524,0.5453173032655521,0.5693517078497538,0.5227086475167612,0.7180965916993668
2022-10-26,0.6613135553949914,0.5085650158785029,0.5499068046227965,0.6127781415331788,0.6179201890344196,0.5217894945256042,0.5742620156801984,0.5575550194575075,0.5365958548708505,0.7127426925176055
2022-10-27,0.655935092587098,0.5133174892227322,0.5693384463915803,0.6229656435724731,0.6327346154884235,0.5263827579586446,0.5648164303133604,0.5340548309185527,0.533067810304296,0.7047455092363036
2022-10-28,0.6589827620872507,0.5317332133162079,0.5615062806232775,0.6153940134230812,0.6397678186850064,0.5346629472884198,0.5587823375039801,0.532100474557147,0.5364262831504731,0.7029299236800313
2022-10-31,0.6467406835090296,0.5209805779300783,0.5887322308077652,0.6136400764392348,0.6380746929900647,0.5277481220878649,0.5483574902872407,0.5280362529496205,0.5273417385631463,0.7112912548337044
2022-11-01,0.6500725314801895,0.5310717718232938,0.5869552790266114,0.6079925684244776,0.6230832796463217,0.524388766075058,0.5451150444523155,0.527418871527629,0.5120632568927596,0.7229871890012659
2022-11-02,0.6366897448672596,0.5373944699121459,0.5961972114235015,0.6042085947470869,0.6183526406594905,0.5202598708742497,0.5348768428739488,0.5288358388303754,0.5034819677201683,0.7333184730928485
2022-11-03,0.6160489254314044,0.5168452722335559,0.5831250142500589,0.6067458999405289,0.5924945827950812,0.5053617321504217,0.5173274756612651,0.5531606664574988,0.5012353022204191,0.75950668548586
2022-11-04,0.6059825943246374,0.5247752775070417,0.5771620019382303,0.6221310939208412,0.5954612129685147,0.5047613332905494,0.5285998047539466,0.5478718072360429,0.5079720974049986,0.7570725213187816
2022-11-07,0.5823051799563261,0.5175266515009557,0.5932391401796686,0.6277165765586403,0.5992449842477781,0.5004720608179175,0.5249274672736365,0.5498745640538579,0.5107890952536551,0.7568066951637719
2022-11-08,0.5886556657694593,0.5184140289752164,0.5953469754815369,0.6434168290876329,0.6459412447468468,0.5039058940720708,0.5231004240321215,0.5218592689223533,0.5220352230865835,0.7245922166158848
2022-11-09,0.5910361400109843,0.5053364489635467,0.557106927153246,0.6331306350409863,0.6622833562579981,0.5352139805582032,0.5240755680331732,0.510526409270262,0.5734401179638857,0.7194317346699431
2022-11-10,0.5622938839576954,0.5050289906898034,0.5667347940200679,0.6625714460110984,0.6370627475687866,0.5318672051106271,0.5243466463735467,0.5148028062062764,0.5723730240144701,0.7246571436551528
2022-11-11,0.5624422545011452,0.5101030951879335,0.5570348711483516,0.6387002654903001,0.6164932899028084,0.5525435836236432,0.5001695855215662,0.5163310268516313,0.5804623526288497,0.7480863299283503
2022-11-14,0.5505819438381164,0.5240583711108318,0.5290149949556666,0.6351530866533164,0.575242956491376,0.5832256398087916,0.506861753274023,0.5669386802315005,0.6069752926859876,0.7455727033821936
2022-11-15,0.5381463298377848,0.5344327417974293,0.5199953741066413,0.6227630476084358,0.5930629590630158,0.6032636524453386,0.5085570416316246,0.5342940675047239,0.6246776031734587,0.7384991971748657
2022-11-16,0.5926839518591581,0.5153837935801387,0.5067047317104828,0.615954282749372,0.5622907034827879,0.5920883448255905,0.567450694316881,0.5733041225330612,0.6212533978230488,0.7276135187940951
2022-11-17,0.5886843623029847,0.541081806036952,0.5391995462793027,0.6169048560144407,0.6091569811175935,0.6015773742243132,0.5669785199818111,0.5619398527544655,0.6277318690450361,0.6987053674905542
2022-11-18,0.5935749889304488,0.5190982368080582,0.5446201053453283,0.5754121375877083,0.6187733621980313,0.6233173199795123,0.5768334403036818,0.5136170570438544,0.6404136781981717,0.6979723966130033
2022-11-21,0.5696008398877129,0.5111092602495529,0.5767511295750006,0.5671337819791136,0.6373407207377811,0.6706071462666411,0.5422979328810267,0.5534306131206178,0.6534912603638697,0.6399033719333581
2022-11-22,0.5195802320313395,0.5464334772286,0.5408546473603165,0.5703724153846416,0.607206341252215,0.694655566358518,0.5520774514012449,0.5963004409640128,0.6685650283321777,0.6103008839002878
2022-11-23,0.5022218666825544,0.5732039937196912,0.5890655883175273,0.5595883846948021,0.6036224022010943,0.7148483867415768,0.5259137043015155,0.5933847062858888,0.6593483912685258,0.5508166345617425
2022-11-24,0.5105370942668043,0.5829214675304679,0.5767852640679367,0.57309759593851,0.6085410769257448,0.7071840316431447,0.5075491753047429,0.6069151975808033,0.6519383187003208,0.5600448591390842
2022-11-25,0.5021083629745184,0.5970380423669555,0.5293448228126447,0.5657008705019765,0.600049614230678,0.6967756106102936,0.5131727700392438,0.6560750472257644,0.6466160849579886,0.5418661724479782
2022-11-28,0.510963720496658,0.5960334689431127,0.558156070802481,0.5811896120467849,0.5631912810164249,0.6865923617669232,0.5118098830075296,0.6576195939454539,0.6592994918859333,0.5512348884812971
2022-11-29,0.501119671761483,0.5735983405709676,0.5350554809871996,0.5828621647631548,0.599692556810827,0.6812753939292878,0.5065848384846806,0.6657427358388436,0.6567085594331478,0.5522221706409499
2022-11-30,0.5309154082322741,0.5605336771037782,0.5573636943774333,0.5627133326694941,0.6194712437481401,0.7054593880447753,0.5733290389625715,0.6363003326636444,0.6232906666386704,0.5602080701902414
2022-12-01,0.5144857108577451,0.574144697674486,0.5680288127342963,0.5296916511568581,0.6411500232361564,0.685765025737955,0.5927434840300034,0.6273369488391051,0.6355747862300946,0.5476001755286125
2022-12-02,0.5231758295454249,0.5750955457726508,0.5771851790711043,0.5122682346364688,0.6772753566972308,0.6621330026755942,0.6239222016552077,0.6046802344375426,0.6213432975393796,0.5086062500735468
2022-12-05,0.5085193801968275,0.5473361859752681,0.5598185895877686,0.5362907960191289,0.7139709978108147,0.6274451363710958,0.6399010807889384,0.5557456398323147,0.6299132632636856,0.548159483039855
2022-12-06,0.5055938074102969,0.5838932118160356,0.5543089582351571,0.5542678959705777,0.7138365815421475,0.6220597704163521,0.6275949355678753,0.5501391404631008,0.6335820416381313,0.5297329441261986
2022-12-07,0.5129370269555841,0.580271278244305,0.5712945489604441,0.5328163391815685,0.7232988535645711,0.6344174650840535,0.6204399440579155,0.5278471869487704,0.6214651970309831,0.519364104592014
2022-12-08,0.5200805945075614,0.5547245743504264,0.5534906700274328,0.5265274101402565,0.7264456561153687,0.6446384785568167,0.6331985776992696,0.5384349160596535,0.6003111330348762,0.5516603773858986
2022-12-09,0.5137940897479631,0.5478104165540574,0.5664902730721059,0.5357951261829251,0.7166289728725684,0.6609727589027982,0.608785754872074,0.5708125464346254,0.6113728318826571,0.5289783526550602
2022-12-12,0.5318145186378352,0.535431177359181,0.5398542665022111,0.5597523584976206,0.703804017201694,0.636414423687322,0.5658115147807915,0.6416952505719299,0.637885898690297,0.5108940026588504
2022-12-13,0.5232687362482568,0.5218908764723401,0.5025668046694188,0.5846791530732415,0.6709569968258912,0.6295169894557026,0.5471050052478775,0.6881606538366372,0.6343202375951179,0.5353147898159092
2022-12-14,0.5466867123890081,0.5114969110132238,0.50800668661452,0.5993935898459212,0.6903618206448714,0.5800154554288502,0.5043940887910597,0.6753898296378936,0.659416015101545,0.5046506136458756
2022-12-15,0.5613879194487154,0.5016933149021839,0.5082499935953454,0.6050351845872605,0.6870566951652145,0.5363829604168803,0.5467392709050232,0.6725231170605867,0.6647627412605625,0.5288069689198767
2022-12-16,0.5633607724635047,0.533775132415173,0.5055859086625025,0.5977499085948473,0.6626416955594902,0.5322265025522719,0.5264295829497956,0.7079663834511621,0.657755377411576,0.5065840598605724
2022-12-19,0.581599390099978,0.5309932180486603,0.5040302686957353,0.5747583688669189,0.6621110072866125,0.5127509983325271,0.5624005998508564,0.6869858777998114,0.6687467105234517,0.5641205270350633
2022-12-20,0.589914038366001,0.5266240064558411,0.5104987865716137,0.5672805618825828,0.6824463198917843,0.5031395430831741,0.5540936706443071,0.6769092195066095,0.6664555069240287,0.5495367667594596
2022-12-21,0.5814365895454742,0.5340876396607183,0.508333692960245,0.5687103727375673,0.6703016779409405,0.5013890477783293,0.5693883104285934,0.6736550025801907,0.6743284926125424,0.5645046371319967
2022-12-22,0.5806290855690129,0.5294029584766007,0.5160470818352615,0.5603607443551933,0.6661870070303714,0.5258431178728341,0.5522118380209261,0.6917385150691846,0.6680341992439746,0.5619143364381276
2022-12-23,0.573994408553645,0.5173448739218026,0.5223539927346992,0.5534073869521142,0.6535897225729734,0.5262127260807383,0.5299844689113695,0.7065946471402738,0.6705274249196623,0.5710360109313534
2022-12-26,0.5646153770202957,0.5104166478521032,0.5156079884153256,0.5370357883834168,0.6637540793853755,0.5210758859673483,0.5394028847481741,0.7006190936743345,0.6701342711411608,0.5848900990282339
2022-12-27,0.586972426325024,0.5177941074598923,0.5021877203407857,0.5416486047498431,0.6649296062642857,0.5144705935474739,0.5373231080710504,0.6982166361946008,0.6697785565898197,0.5676173415170981
2022-12-28,0.5851200124134924,0.5115798135051107,0.5180583616584183,0.5365623196018848,0.6504518826282006,0.5422891047552006,0.5336394590126329,0.7004425852910953,0.6752776574409456,0.5749230078839337
2022-12-29,0.5930096538623384,0.5143883462174269,0.5760206379485436,0.5024985769755862,0.6160601648269405,0.5545567936905634,0.5160348466899153,0.6986553571553649,0.6777038383503428,0.5933904899593602
2022-12-30,0.5869270096870182,0.5158221294509509,0.555161977537859,0.5011907420981537,0.5883758056997208,0.5487066044438937,0.5201506837981593,0.7250408239001639,0.6707533771719754,0.59935517118212
2023-01-02,0.5722083254649427,0.5062398360125578,0.5611470488379963,0.5030135960423107,0.5524411345433369,0.5420858211103501,0.5101504819419741,0.7475901354202544,0.6714886103014625,0.5823198038965592
2023-01-03,0.5587735838489177,0.5072341210132668,0.5491614115438156,0.5059404704658541,0.5746767079378327,0.5535974849554754,0.5108366074171244,0.7478477438119125,0.6694060724631109,0.5803657651563452
2023-01-04,0.5434193651102707,0.5092963878231268,0.5669494677834827,0.522047448775222,0.5681482732446561,0.544860012739789,0.5027957223075138,0.7470730807403219,0.6667952715984011,0.5929566134141374
2023-01-05,0.5480511901496757,0.5154316748727176,0.588609248093283,0.5258542047553021,0.5612994452676853,0.5415823568278624,0.5008103957306743,0.7410658204875881,0.665207141942658,0.5956583410310149
2023-01-06,0.5430443778948911,0.5046320114748702,0.589824063205677,0.5138147094217264,0.571548594867697,0.5718080555237023,0.5230013535860422,0.7397522671907195,0.6593061157747151,0.5855183015881464
2023-01-09,0.5475453769844659,0.5033540202585657,0.5913961990428701,0.5056390431183236,0.5592558803157409,0.586316987044143,0.538183088328814,0.7480908958537767,0.6461865068667576,0.5715179526113182
2023-01-10,0.5467723641000123,0.5108074135336501,0.5860652791613298,0.5034562490213591,0.5331958633097612,0.577953121871369,0.5409853335948869,0.7564377785541213,0.640623826881913,0.5836279371320406
2023-01-11,0.5258391397496143,0.5027492759206912,0.5705895909361688,0.5138031753448218,0.5346061792342351,0.5964871345961519,0.5521040567399761,0.7615438374269154,0.640131661960183,0.563231513975525
2023-01-12,0.5074425098586018,0.5013993267111062,0.5878719272364235,0.5226578182689948,0.5374821437156809,0.6058308294418328,0.5649771463435561,0.7422443246172609,0.6434564683759711,0.5820349528244956
2023-01-13,0.5300958781921049,0.5030294668524458,0.5991009653968669,0.5119169399660998,0.54817261265879,0.6182978561881262,0.5746352810755155,0.7227557309298436,0.6560963621005904,0.5660420946319186
2023-01-16,0.5259948690111174,0.5168970270826635,0.60330682241515,0.5228615138585326,0.5662188187844452,0.6284391954002939,0.5830726714471038,0.7047627763297962,0.6538347058460775,0.5746952547882297
2023-01-17,0.5076207373106049,0.516735550829858,0.6234756831187739,0.5245583645530162,0.5508652645511176,0.627342968541775,0.5874349549864606,0.7057264681658536,0.6471653569454765,0.567038788055512
2023-01-18,0.5114446419944418,0.5042412222754075,0.6292869510233667,0.5367966876792665,0.5705165120825745,0.6295956967083834,0.5909367015142881,0.6868698900534459,0.6542419767409274,0.5643815301449037
2023-01-19,0.5010667293052861,0.5166007254311576,0.5964367929662621,0.5190250399723954,0.5944824473081257,0.6162313015231882,0.578618960487778,0.7055708003467549,0.6527440223034652,0.5834547924049786
2023-01-20,0.5001080628803165,0.5188606090024669,0.6018195458481622,0.5219638895477746,0.5675257287451939,0.6041629872448558,0.562197628489138,0.7251086086266049,0.655872383459269,0.5752161016916891
2023-01-23,0.5233848833597582,0.5377276299697047,0.6102031700104431,0.5368112407363966,0.5808121955445653,0.6090655474403573,0.5722060204578799,0.7187227413289591,0.6428263357816206,0.5613389306110432
2023-01-24,0.5250925568696508,0.5349545773376875,0.6345160306054616,0.538846364732662,0.5686789233021784,0.6120504409196581,0.568352092666644,0.7056623164308803,0.6479995732476957,0.5592543940298461
2023-01-25,0.5261921069649366,0.5328984061351053,0.612368806484119,0.5310591154715772,0.5866049617465349,0.6197044173103213,0.5679548970077896,0.7147462485013815,0.6413240675428535,0.5567052372426059
2023-01-26,0.5106140222526513,0.5392468476453464,0.6333373998701242,0.5383178404430021,0.5597153089577013,0.6228401642116153,0.5720644021946892,0.7099388732376429,0.6368272625756722,0.5597167236284962
2023-01-27,0.501377078432773,0.5220198381339002,0.6280719238956594,0.5485384130081993,0.5602512634874169,0.6282026638427839,0.5746742429278521,0.7013426688329264,0.6461363487817265,0.5657940971051665
2023-01-30,0.5093578907945817,0.5282625729217326,0.6403821804008866,0.5587014776966018,0.5570016990137945,0.6196167220704217,0.5516126498901075,0.6885335211609821,0.6597898852885531,0.5759791573068682
2023-01-31,0.5071078845101612,0.5321505681511415,0.6250627240163878,0.5796792538593344,0.5333007962650776,0.6023871883384827,0.5337713737201781,0.6982087586570276,0.6620466887916887,0.5987878292861748
2023-02-01,0.5341614156247584,0.5111439000513597,0.6218758497971503,0.5989313891386979,0.5450361239606437,0.6030833006557802,0.5454352017859556,0.6878986019124443,0.6561830774014177,0.6037350692896647
